电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
无限系统树,39447000,410000,1348000,70000,101000,小说改穿越奇幻战斗,6.1,15767,已完结, 全13话,59,3872,简介：2043年7月15日，带有能根据玩家的不同而千差万别，不，已进化到有“无限”可能的独立系统“胚胎“的VRMMO游戏＜Infinite Dendrogram＞发售。＜Infinite Dendrogram＞具备了之前的VRMMO所无法实现的，技术上被认为不可能的玩法，瞬间成为一股潮流席卷世界。＜Infinite Dendrogram＞发布一年后，结束高考后开始一个人在东京生活的青年”椋鸟玲二“，为了纪念漫长考试生活的结束以及被哥哥劝诱，而开启了＜Infinite Dendrogram＞。,,,,,,,,,,,,
索玛丽与森林之神,17932000,268000,1264000,163000,129000,漫画改奇幻治愈萌系,9.8,24924,已完结, 全12话,74,8172,简介：“人类（那小东西）”称“哥雷姆（我）”为父亲。这是一个存在着哥雷姆、鬼、魔女等多个种族的世界，其中唯有人类遭受迫害，面临着灭绝的危机。就在某一天，森林守护者哥雷姆，与一名人类少女索玛丽相遇了。哥雷姆带着天真的索玛丽，离开森林，踏上了寻找其他人类的旅程——而在这段旅程中，原本不具备感情的哥雷姆，逐渐萌生出了心灵，许下了作为索玛丽的父亲，永远与她在一起的约定……,,,,,,,,,,,,
星掠者,120000000,1085000,2512000,224000,336000,漫画改奇幻搞笑战斗,5.4,48582,已完结, 全24话,149,13431,简介：被称为“废弃战争”之后的未曾有过的大战之后的世界艾尔西亚。在那里，强者从弱者手里夺取证实自己存在的“数字计数”，是一个弱肉强食的世界。在那样的世界里，2人相遇了。一个是用面具隐藏身份、为了弱者而挥动大刀的青年·离人。另一个是依靠母亲的遗言踏上寻找“传说中的击坠王”旅途的少女·阳菜。以2人的相遇为契机，以“数字计数”支配一切的世界之谜变得逐渐明朗。,,,,,,,,,,,,
地缚少年花子君,73779000,1691000,3739000,515000,437000,漫画改搞笑少女奇幻,9.4,73206,已完结, 全12话,214,24539,简介：海鸥学园的奇妙传言之一。据说旧校舍三层女厕所的第三间里的同学，会实现前来拜访者的愿望。非常喜欢巫术等超自然现象的少女八寻宁宁为了实现自己的愿望，将之托付给了学园怪谈……,,,,,,,,,,,,
宝石商人理查德的谜鉴定,18280000,578000,1253000,92000,128000,小说改日常推理治愈,9.3,13356,已完结, 全12话,76,4303,简介：正义感满满的大学生中田正义某晚帮助了被醉鬼纠缠的美貌外国人理查德。了解到理查德是个宝石商人之后，中田拿着祖母生前一直珍藏的戒指拜托理查德鉴定。通过理查德的鉴定揭开了祖母的过往，真相与心愿。借此，正义开始在理查德在银座宝石店“Jewelry étranger”打工。每天在揭开这些被带到étranger来的各样“谜团”的过程中，理查德和正义的关系也发生了微妙的变化。但是彼此都隐藏着不可告人的秘密。俊美宝石商和正义感满满的大学生交织出的宝石推理正在拉开帷幕——,,,,,,,,,,,,
恋爱小行星,16561000,362000,1206000,142000,160000,漫画改搞笑日常治愈,9.7,17643,已完结, 全12话,89,5886,简介：木之幡米拉在小时候与在露营地遇见的男生约定，“要找到小行星”。上了高中后她本打算加入天文社，但从今年开始“天文社”就和“地质研究会”合并成了“地学社”……！？和地学系女孩们一起，去寻找各种各样闪闪发亮的东西吧。,,,,,,,,,,,,
神推偶像登上武道馆我就死而无憾,13595000,302000,769000,115000,93000,漫画改日常偶像萌系,9.8,21696,已完结, 全12话,74,7498,简介：住在冈山县的绘里飘，是为了小型地下偶像“Cham Jam”的成员·舞菜而献上人生的狂热偶像宅。绘里飘身上穿的，是高中时代的红色运动衫。绘里飘所挥舞的，是鲑鱼粉色的荧光棒。绘里飘所推的，只有舞菜一人而已。将全部收入贡献给推，24小时想着推的事情，声嘶力竭呼喊着推的名字，这一姿态在偶像宅之间被称为传说，人人对此感到钦佩。“有朝一日舞菜站在武道馆的舞台上的话……我就死而无憾！”如此断言的传说中的女人·绘里飘的偶像宅活动，今天也在继续……！,,,,,,,,,,,,
因为太怕痛就全点防御力了,240000000,3309000,6324000,1065000,994000,小说改穿越奇幻萌系,9,152239,已完结, 全12话,755,50219,简介：主角本条枫在好友白峰理沙推荐下开始游玩游戏“NewWorld Online”，创建了名为“梅普露”的角色。然而作为游戏初学者，梅普露选择了不受欢迎的大盾当武器，同时因为怕痛而把所有状态点加到防御力的极限加点。 虽然在游戏初期因此吃了不少苦，但因为梅普露无视规则又异想天开的行动方式学到各种特殊技能，更以其奇特方式通关地城获得了罕见装备，令防御进一步提升。 最强初学者化身“移动要塞”在游戏中尽情胡闹的冒险故事。,,,,,,,,,,,,
猎龙飞船,3782000,29000,217000,13000,41000,漫画改奇幻架空美食,8.8,5196,已完结, 全12话,61,1554,简介：空之霸者·龙“Dragon”，这一存在对于大多数地面上的人类来说是威胁，也就是一场灾难，同时也是制药、炼油以及食用这些价值的“藏宝山”。有一种存在专门狩猎这样的龙“Dragon”，他们操纵着捕龙船，穿越天际，狩猎恶龙，以此持续着他们的旅行。他们就是“捕龙人”。这是一个关于一艘名为“昆·扎扎号”的捕龙船以及在这个船上的船员们的物语。,,,,,,,,,,,,
织田肉桂信长,9191000,116000,561000,45000,52000,漫画改搞笑日常萌系,9.7,8121,已完结, 全12话,13,2259,简介：1582年，于本能寺之变含恨而死的织田信长，却莫名其妙以小狗的姿态在现代复活！武田信玄、伊达政宗、上杉谦信等人气武将们居然也都转生为小狗！充满历史趣味、让人心跳不已的知名武将犬的狗狗爆笑喜剧，欢乐登场！,,,,,,,,,,,,
百年巨匠美术篇 第四部,240000,180,14000,550,23000,人文历史,暂无评分,评分人数不足,已完结, 全12集,0,9,简介：这是我国第一部聚焦 20 世纪为中华文明作出突出贡献大师巨匠的大型人物传记纪录片。《百年巨匠》第一季分为美术篇、书法篇、京剧篇、话剧篇、音乐篇、文学篇，共 110 集。,,,,,,,,,,,,
虚构推理,100000000,1423000,4976000,487000,706000,漫画改神魔恋爱奇幻,9.2,70985,已完结, 全12话,254,18424,简介：成为“怪异”们的智慧之神，每天都在解决着“怪异”们带来的麻烦的少女·岩永琴子，她一见钟情的对象·樱川九郎，是个让“怪异”都感到畏惧的男人！？这样毫不普通的两人，迎战“怪异”们引发的神秘事件的［恋爱×传奇×推理］！！两人所面临的诡异事件，以及恋情将会迎来怎样的结局——！？,,,,,,,,,,,,
魔术士欧菲流浪之旅,1819000,4885,358000,2020,12000,小说改奇幻战斗冒险,6.5,580,已完结, 全14话,8,159,简介：生活在大陆最高级的魔术士养成机关“牙之塔”的奇利男谢洛，是在大陆最强魔术士·查尔德曼的教导下修行学习，并继承了他所有战斗技术和暗杀技术的被称为“钢之继承者”的精英魔术士。为了寻找在某次实验中变成了异形姿态的义姐·阿莎莉，离开了“牙之塔”的奇利男谢洛舍弃了过去，改名为欧菲，在多多坎达市做着非法放贷的营生。他在那里遇到了不请自来的大小姐克丽奥以及少年弟子马吉克，并与他们一起踏上了拯救阿莎莉的旅程。与此同时，欧菲遇见了前来讨伐阿莎莉的曾经的师父·查尔德曼与哈帝亚、可米库隆等过去的同伴们，种种思绪交错过后，欧菲...,,,,,,,,,,,,
索尔之子,147000,639,13000,193,2393,剧情战争,暂无评分,评分人数不足,102,3,18,简介：本片背景设定在1944年的奥斯辛威，来自匈牙利的犹太人索尔在集中营内的一个特遣队中工作。就职于特遣队的犯人负责集中营日常的运输任务，包括聚集新的一批人送入毒气室中，并在下一拨人到来前把尸体处理掉。接着索尔突然产生了一个颇令人困惑的执念，这同时也成为一个推动本片叙事发展却略显牵强的动机：他发现一具男孩的尸体是自己的儿子，于是一心要找到一位犹太拉比为儿子下葬。,,,,,,,,,,,,,
Thunderbolt Fantasy 东离剑游纪 西幽玹歌,565000,20000,434000,12000,4352,原创布袋戏战斗架空,暂无评分,评分人数不足,已完结, 全1话,无,无,简介：【由浪巫谣担任主角，讲述TV版第二季《Thunderbolt Fantasy 东离剑游纪 2》的过去、于西幽发生的故事。】生来便怀有异能歌声的少年浪巫谣，自小便跟在隐遁雪山的盲眼母亲身边，接受经年累月的苛刻训练。母亲怀着野心，想将儿子的歌声锻炼成天下无双，然后送入宫廷。然而过于苛刻的训练却招致了不幸的事故，母亲在浪巫谣眼前断送了性命。失去了母亲的浪巫谣成了流浪之身。但他的异能却总被无情的人们利用，成为他们满足欲望的道具，渐渐消磨著少年的心灵。尽管如此，浪巫谣罕见的歌声终于吸引到了西幽皇女，因而得到了过去母亲所梦想的飞黄腾达...,,,,,,,,,,,,
风来尼泊尔,1985000,7017,24000,5453,12000,人文社会旅行,9.7,415,已完结, 全28集,0,147,简介：由SAO纪录片团队出品的《风来尼泊尔》呈现了自2008年后，尼泊尔宣布成立共和国的十年后的样貌。本片深入尼泊尔城市的大街小巷，用镜头记录当地人的生活状态，用画面讲述尼泊尔的风土人情。力求以最真实的视角去展现幸福指数最高的国家。《风来尼泊尔》是SAO系列纪录片的一次全新尝试，旨在呈现SAO风格纪录片的独特魅力与真实。,,,,,,,,,,,,
蓝翅 动态漫,2099000,14000,70000,3689,5813,动态漫萌系治愈校园,8.5,415,已完结, 全12话,3,145,简介：明蓝作为养女来到尚家，被养母南希视作死去女儿的替身，原本的生活骤然发生变化。然而尚家两兄弟明晴和明静对她的到来并不欢迎。虚伪的笑容，玩偶的捉弄，复杂的家庭，陌生的校园，明蓝究竟有着什么样的过去。在相处中两兄弟对待明蓝的态度悄然发生转变，是亲情的发展还是爱情的萌芽，同一屋檐下的平静生活被搅乱后该如何继续……,,,,,,,,,,,,
创意发明王,101000,198,3119,382,396,科技社会,暂无评分,评分人数不足,已完结, 全13集,0,2,简介：创意发明王是莫·罗卡主持的面向大众的科普节目，每一期都会介绍很多炫酷实用的发明：新型水翼冲浪板、户外跟踪器，还有最新的科研成果和技术革新，比如利用菠菜叶制作心脏和最新的3D打印技术。除了新发明，创意发明王还介绍了很多生活中熟悉的发明背后，各种新鲜、有趣的故事，如青霉素是怎样发现的，风靡全球的玩具“万能工匠”的发明人曾从事什么职业。除了发明，节目中还介绍一些福特汽车的历史故事及亨利福特博物馆中珍奇的馆藏。节目最后，娅莉·瓦德会为观众讲解节目中使用到的更高级词汇的意思。,,,,,,,,,,,,
三只松鼠之松鼠小镇2,4239000,568,37000,852,2006,原创日常萌系少儿,3,223,已完结, 全26话,1,68,简介：三只松鼠从森林来到松鼠小镇，认识了松鼠小镇少年张果果，并帮助张果果一起收集散落的松鼠手环碎片，使其重新恢复变身超级英雄松鼠侠的能力。在和安老板为首的恶势力争斗中，小酷引发了时光倒流，使得小镇变得焕然一新。在新的小镇里，三只松鼠和张果果成立了松鼠救援队，维护小镇的日常运营，帮助松鼠小镇需要帮助的人，也不断处理着想要得到关注的安老板和跟班山猫惹出的麻烦。在处理问题的过程中，松鼠救援队一方面向大家展示了松鼠小镇的奇幻风情，也让人们体验到了小镇服务中的人文关怀。,,,,,,,,,,,,
原始生活40天,1890000,99000,286000,1067,4652,探险自然,5.3,163,已完结, 全8集,1,40,简介：一队世界顶级野外生存专家将来到此前他们从未尝试的毫无生机可言的环境中：12个人要在没有食物、水源和衣物的情况下完成40个昼夜的生存挑战。这是对人类耐力的终极挑战。《原始生活40天》将带您进入为期40天的生存挑战中，而挑战难度也是前所未见地难以攀登。6男6女，12名极限生存专家发挥他们的专业技能，此次他们被弃于哥伦比亚荒蛮雨林中，他们要争夺有限的资源。所有这些资源都散落在荒野中，探险者们要如何找寻资源、协同合作呢？他们是会团结成一个大集体还是分裂成小团队呢？,,,,,,,,,,,,
