电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
桑拿道,866000,8405,24000,1617,6292,搞笑都市剧情,9.7,280,已完结, 全12集,1,98,简介：该剧描绘了被任命为桑拿大使的主人公田中学习桑拿的礼仪之道并和不同的人遇到所发生的故事。,,,,,,,,,,,,
天国餐厅（僅限台灣地區）,30000,692,6086,191,2688,剧情搞笑都市,暂无评分,评分人数不足,已完结, 全10集,0,22,简介：《天国餐馆》改编自佐佐木伦子的同名喜剧漫画《Heaven》，以一家名为“Loin dlci”的法式餐厅为舞台，讲述了怪人老板和几个被她摆弄的、个性十足的服务员之间的喜剧故事。“Loin dlci”餐厅又名世界的尽头，店如其名，它距离车站、闹市、住宅都很远，而这家餐厅之所以叫“天国餐馆”，是因为它位于坟墓的风景区，旁边就是殡葬社。,,,,,,,,,,,,
爱情游戏,48000,10,435,17,35,剧情,暂无评分,评分人数不足,89,0,1,简介：杰克和他的家族信托是西雅图美洲狮篮球队的拥有人。问题是，他的前妻弗兰基和他们的两个孩子想出售球队，并得到他们的份额的收益。卫国明决定唯一的方法来保持他心爱的球队是以某种方式赢得他的前妻回来，并保持他深爱的团队在属于它的地方。,,,,,,,,,,,,,
掩盖的秘密,40000,37,638,17,59,惊悚,暂无评分,评分人数不足,110,0,0,简介：莎拉·温斯特以前是一名警局探员，现在是一名著名的犯罪小说家，当一个杀手开始模仿她书里情节犯罪时，她发现自己又重新掉入到了黑暗的世界。她还意识到，为了在事件不可挽回前抓住这个杀人犯，她必须面对过去那些痛苦的记忆。,,,,,,,,,,,,,
背信,18000,13,436,8,27,犯罪惊悚悬疑,暂无评分,评分人数不足,87,0,1,简介：索菲·安德森是一家腐败制药公司知识产权案的首席律师。当她的导师兼老板布鲁斯·亨肖被绑架时，索菲成了一个精心策划的小卒，这个阴谋危及了她的案件，甚至更多。苏菲与时间赛跑，为了救布鲁斯，逃掉那些设陷阱诱捕她的致命陷阱。,,,,,,,,,,,,,
致命追捕,40000,34,1019,9,80,惊悚,暂无评分,评分人数不足,96,0,1,简介：一位阿拉斯加的荒野向导在洛杉矶帮朋友挑选订婚戒指时，遇到了一位富裕的城市女孩，并爱上了她，她的家族拥有这家珠宝店。在一次短暂的、即兴的约会中，野外向导里德和前女友被叫回了家，帮忙抵挡一只野生灰熊的攻击。城市女孩米娅决定访问阿拉斯加，当她在那里遇到了一个毒品操作，并被卷入其中时，毒贩伊兹抓住了她。,,,,,,,,,,,,,
花店情缘,43000,80,1201,64,2206,家庭,暂无评分,评分人数不足,86,0,1,简介：复活节晚餐上，父亲病情突发去世。远在纽约为事业打拼的大女儿和离家20公里的小女儿都没有参加晚餐。姐妹俩关系疏远，但现在她们需要共同拯救父母苦心经营，濒临破产的园艺事业。。。影片充满温情，美丽的乡村景色更是让人心驰神往。,,,,,,,,,,,,,
万古流芳,74000,491,1260,107,3083,剧情歌舞,暂无评分,评分人数不足,116,0,3,简介：晋灵公（梁锐）宠信奸佞屠岸贾（李英），时边关告急，相国赵盾（井淼）启奏；晋灵公反受屠岸贾挑拨，下令斩杀赵家三百余口，幸忠臣程婴（严俊）抱赵盾幼孙赵武出走。屠下令杀全国男婴以断后患，程不惜以己子代替。赵武（凌波）长大后，程藉「雪冤图」详述杀其一家三百余口之仇人乃屠岸贾，更安排他与母亲庄姬（李丽华）相认，再设计请屠岸贾尝野味，让赵武手刃大仇人。程婴功成退隐，邻人感其忠烈，赠匾「万古流芳」。,,,,,,,,,,,,,
中国乐器 第一季,895000,6100,89000,8383,19000,人文,9.6,105,已完结, 全5集,0,29,简介：大型纪录片《中国乐器》第一季，由上海民族乐器一厂投资拍摄，共五集，每一集讲述一种乐器，分别为古筝、琵琶、二胡、笛子和古琴。片中，不仅有难得一见、极为珍贵的现当代民乐文化资料，还有著名演奏家、教育家对音乐生涯的追溯回忆，也有中外习琴者对中国乐器的情怀诉说，更有制作翘楚亲手揭开乐器制作的神秘面纱。这部纪录片可以说是第一次系统地梳理了中华民族乐器的历史脉络和当代的发展状况，既富总结性又具开创性。,,,,,,,,,,,,
人生删除事务所,13396000,131000,557000,43000,76000,剧情悬疑,9.8,7108,已完结, 全8集,15,1544,简介：该剧以电子社会独有的“电子遗物”为主题，讲述了围绕着专业承接在委托人死后为其删除电脑、手机中的电子数据的人生删除事务所发生的故事。,,,,,,,,,,,,
人生I字路（僅限台灣地區）,5675,51,755,46,1225,剧情搞笑都市,暂无评分,评分人数不足,已完结, 全12集,0,4,简介：就职广告公司的中年上班族某天光荣晋升来到民风淳朴热情好客的阿修罗市担任分店长。因某次工作失误惹怒了道上大佬的同时又阴差阳错地成为他死对头的小弟，开始书写温馨感人的篇章。,,,,,,,,,,,,
致命演出,41000,113,776,11,54,惊悚,暂无评分,评分人数不足,86,0,1,简介：一位苦苦挣扎的女演员受雇在一个商业会议上扮演一个女人，但很快发现她的生命处于危险之中。,,,,,,,,,,,,,
文明的对话,43000,123,5012,102,351,人文,暂无评分,评分人数不足,连载中,0,6,简介：《文明的对话》是一档依托国内外各大权威博物馆典型藏品、通过各领域文化名人与博物馆专家对话交谈的形式、旨在以今人视角解读中华文明与其他人类文明之间创造性历史碰撞的大型实景类文化纪实节目。,,,,,,,,,,,,,
犬科动物：惊艳不俗的种群,538000,18000,57000,3599,4493,动物,9.8,361,已完结, 全3集,1,72,简介：犬科，这种家喻户晓的动物，背后却有一段鲜为人知的传奇故事。千百年来，家犬一直是我们信任的同伴、可爱的伙伴和暖心的陪伴。然而你可知道，它们与凶狠彪悍的狼是一脉相连的近亲？成为萌宠之前，它们曾是人们最可靠的守卫、猎手、纤夫，为人类文明的开拓与发展作出了巨大的贡献？犬科大家族遍布全球人才辈出：沙漠追风猎手、雪地生存专家、丛林游击英雄、平原精锐部队；它们奇招百出：千里眼、顺风耳，也少不了狗鼻子；能奔善跑，歌舞杂技更不在话下。想深入了解这个惊艳不俗的种群吗？我们带你一探究竟。,,,,,,,,,,,,
状态：未知,127000,877,2612,55,275,惊悚,暂无评分,评分人数不足,85,0,6,简介：斯州高中十周年聚会上重逢。朋友们说好要在脸书上保持联络。然而，杰西卡开始担心，然而，凯伦在脸书上发给她的消息变得越来越不那么频繁。她安排了一个惊喜突访在卡伦西雅图的家。但当她到达那里，凯伦的男友，保罗，将她拒之门外。他们的朋友在哪里？,,,,,,,,,,,,,
Top Gear赛车特辑,1016000,5809,996000,1417,3376,人文科技探险,9.6,124,已完结, 全7集,0,21,简介：Top Gear，是由BBC出品的一档汽车娱乐节目，自2002年改版推出，至今已经26季。脑回路清奇的创意、疯狂在燃烧的经费、堪比好莱坞的制作，它被称为全世界最好的汽车秀。,,,,,,,,,,,,
双姝 第一季,21335000,183000,682000,32000,63000,剧情悬疑都市,9.5,3898,已完结, 全8集,12,869,简介：该剧根据Luke Jennings的小说系列改篇，主角分别是一个有精神病的刺客Villanel le及在追捕她的Eve（吴珊卓/Sandra Oh饰）。Eve是个生活无聊﹑十分聪明﹑工薪等级的英国安全局人员，后勤的工作无法满足她当间谍的幻想；至于Villanelle（Jodie Comer饰）是个优雅﹑有才的杀手，她依偎着这暴力工作能带给她的奢侈生活。这两个聪明的女人互相对对方着迷，并进行了一场史诗式的猫捉老鼠游戏。,,,,,,,,,,,,
婚姻历险记,323000,1096,1262,868,677,剧情家庭,暂无评分,评分人数不足,已完结, 全39集,0,1,简介：武功和姜黎是一对在上海读书的80后研究生，毕业后不顾父母反对，决心结婚留在上海，但生活中层出不穷的难关令他们应接不暇。历经磨难，武功和姜黎终于走进了婚姻的殿堂，没想到更大的麻烦还在等着他们。武功为给父亲看病，动用了好不容易才凑齐的婚房首付款，这引起了姜黎母亲的极大不满。一波未平一波又起，与武功曾有一段短暂婚姻的前妻岳小青突然现身，还带着一个连武功都不知晓其存在的5岁儿子。这使武功和姜黎本就有些脆弱的的婚姻再次面临挑战，小家庭的矛盾俨然上升到了整个家族的矛盾，姜黎的母亲更是执意要她离婚。历尽波折，武功与姜...,,,,,,,,,,,,
国家宝藏 第一季,28801000,1351000,997000,604000,213000,文化,9.8,2385,已完结, 全10集,1,386,简介：随着《中国诗词大会》、《朗读者》等节目的热播，今年，逐步被定格为央视文化节目元年。8月22日，九大国家级重点博物馆纷纷“周二见”的秘密被揭晓，央视文化节目大家庭又将新增一位重量级成员：大型文博探索节目《国家宝藏》——一场关于9家博物馆、27件镇馆之宝的恢弘“特展”：金牌制作团队2年酝酿筹划、强大顾问团保驾护航、九大国家级重点博物馆强势结盟、实景取材、27件顶级国宝重器、27位与之魂魄相依的“国宝守护人……《国家宝藏》将用创新演绎的传奇故事，串联每一个守护者的讲述，点燃延续中华文明的灿烂星火。用时尚鲜活的综艺形态...,,,,,,,,,,,,
国家宝藏 第二季,32650000,730000,997000,245000,250000,文化,9.8,1778,已完结, 全10集,2,272,简介：作为中央广播电视总台创新打造的重要精品项目之一，《国家宝藏》第二季继续由央视和故宫两大文化体强强联手，全新加入河北博物院、山西博物院、山东博物馆、广东省博物馆、四川博物院、云南省博物馆、甘肃省博物馆、新疆维吾尔自治区博物馆等，从第一季的八大博物馆（院）手中接过了讲述中国故事、让国宝活起来的接力棒。观众还将看到熟悉的舞美、熟悉的环节、熟悉的001号讲解员国立叔，听到熟悉的来自那英的《一眼千年》，以及会让很多粉丝单曲回放一整晚的背景音乐。与之同时，“国宝盒子”会以更为震撼的体量和视效呈现在观众眼前；节目会融...,,,,,,,,,,,,
美国国家安全局揭秘,201000,494,6907,287,2431,社会,暂无评分,评分人数不足,已完结，共1集,0,2,简介：美国国家安全局作为美国政府最大的情报机构，一直笼罩着神秘色彩，不为外界所知晓。美国海豹突击队曾在它的帮助下成功打击了千里之外的恐怖主义基地组织头目本·拉登，它所获取的外国情报决定着美国高层领导所做出的决策，还帮美国军队在战争中屡屡获胜，该机构是美国政府不可或缺的部分。如今，美国国家安全局允许我们进入该机构位于马里兰州的总部进行首次独家报道，那就让我们一起来解开美国国家安全局的神秘面纱吧。,,,,,,,,,,,,,
爱死你了,40000,14,478,9,55,惊悚,暂无评分,评分人数不足,90,0,0,简介：对于桑德拉马克斯而言，生活非常的美好。她刚嫁给凯文，他是一位成功的医生，他俩准备在一个叫弗雷德里克斯堡的小镇开始新生活。但凯文对桑德拉过分的占有欲让她在心中升起了疑虑。当他们的邻居被残忍的谋杀后，桑德拉怀疑凯文并且报了警。被迫变成证人保护计划，桑德拉的生活慢慢地被毁，因为凯文似乎在每一个转弯都决心逃避司法。但为了将他绳之于法，桑德拉必须直面这个她曾经深爱但如今害怕的男人，并且尽她所能活下去。,,,,,,,,,,,,,
城市之光,2219000,29000,147000,18000,22000,剧情喜剧爱情,9.9,2680,87,4,739,简介：卓别林在本剧中饰演一名流浪汉，虽然身无分文，但心地善良。一日，他邂逅一名卖花女，这个女孩虽然拥有清纯的容貌但眼睛却是盲的。流浪汉用仅有的钱买了一朵花，将这朵花时刻带在身上。他竭尽全力的赚钱，并决心为盲女治好眼睛。意外的他救了一名富翁，还被富翁请回家去，待为上宾，喜出望外的流浪汉以为自己这次能彻底帮助盲女，可是第二天清醒之后的富翁却翻脸无情，还将他赶了出去......,,,,,,,,,,,,,
我才不会被女孩子欺负呢 动态漫,11190000,40000,190000,13000,43000,动态漫搞笑日常校园,8.8,1454,已完结, 全12话,8,482,简介：中学生叶麟因为相貌凶恶得到了孤狼的称号，在学校人缘极差，无人敢惹。这一切的原因都要归咎于小时候一直欺负他的宿敌“小霸王”。三年过去，当叶麟终于决定对小霸王复仇，却发现她竟然变成了一个漂浪的女孩子，不仅没打起来，竟然还和自己表白了！！更可怕的是，学校不按套路出牌的妹子还不止”小霸王“一个，且看热血少年如何斗智斗勇不被女孩子们欺负。,,,,,,,,,,,,
